"FID";"OBJECTID";"AmbulanceR";"BikeAge_Gr";"Bike_Age";"Bike_Alc_D";"Bike_Dir";"Bike_Injur";"Bike_Pos";"Bike_Race";"Bike_Sex";"City";"County";"CrashAlcoh";"CrashDay";"Crash_Date";"Crash_Grp";"Crash_Hour";"Crash_Loc";"Crash_Mont";"Crash_Time";"Crash_Type";"Crash_Ty_1";"Crash_Year";"Crsh_Sevri";"Developmen";"DrvrAge_Gr";"Drvr_Age";"Drvr_Alc_D";"Drvr_EstSp";"Drvr_Injur";"Drvr_Race";"Drvr_Sex";"Drvr_VehTy";"ExcsSpdInd";"Hit_Run";"Light_Cond";"Locality";"Num_Lanes";"Num_Units";"Rd_Charact";"Rd_Class";"Rd_Conditi";"Rd_Config";"Rd_Defects";"Rd_Feature";"Rd_Surface";"Region";"Rural_Urba";"Speed_Limi";"Traff_Cntr";"Weather";"Workzone_I";"Location"
"826";794;795;"Yes";"50-59";52;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Native American";"Male";"None - Rural Crash";"Robeson";"No";"01-01-02";2011-11-15;"Motorist Overtaking Bicyclist";11;"Non-Intersection";"01-11-01";1-01-01 11:55:58;"Motorist Overtaking - Misjudged Space";311232;2011;"B: Evident Injury";"Farms, Woods, Pastures";"30-39";38;"No";"51-55 mph";"O: No Injury";"Native American";"Female";"Passenger Car";"No";"Yes";"Daylight";"Rural (<30% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Rural";"50 - 55  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"34.8119, -79.1444"
"827";801;802;"No";"16-19";18;"No";"Not Applicable";"B: Evident Injury";"Non-Roadway";"White";"Female";"Wilmington";"New Hanover";"No";"01-01-05";2011-10-28;"Non-Roadway";9;"Non-Roadway";"01-10-01";1-01-01 09:09:58;"Non-Roadway";460910;2011;"B: Evident Injury";"Institutional";"40-49";45;"No";"0-5 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Public Vehicular Area";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Coastal";"Urban";"5 - 15 MPH";"No Control Present";"Cloudy";"No";"34.21939, -77.8717"
"828";803;804;"Yes";"50-59";55;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Knightdale";"Wake";"No";"01-01-04";2011-11-17;"Motorist Failed to Yield - Sign-Controlled Intersection";8;"Intersection";"01-11-01";1-01-01 08:05:58;"Motorist Drive Out - Sign-Controlled Intersection";111141;2011;"B: Evident Injury";"Commercial";"0-19";17;"No";"0-5 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Wet";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"Stop Sign";"Rain";"No";"35.79896, -78.4748"
"829";804;805;"Yes";"40-49";49;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Female";"Cary";"Wake";"No";"01-01-02";2011-11-01;"Motorist Left Turn / Merge";13;"Intersection";"01-11-01";1-01-01 13:03:58;"Motorist Left Turn - Opposite Direction";111212;2011;"B: Evident Injury";"Residential";"40-49";42;"No";"11-15 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"5 lanes";2;"Curve - Bottom";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"Stop Sign";"Clear";"No";"35.72574, -78.7926"
"830";811;812;"No";"50-59";50;"No";"Facing Traffic";"O: No Injury";"Sidewalk / Crosswalk / Driveway Crossing";"Black";"Male";"Smithfield";"Johnston";"No";"01-01-04";2011-11-03;"Crossing Paths - Other Circumstances";18;"Intersection";"01-11-01";1-01-01 18:14:58;"Signalized Intersection - Other /";132158;2011;"O: No Injury";"Commercial";"60-69";61;"No";NA;"O: No Injury";"White";"Male";"Sport Utility";"No";"No";"Daylight";"Urban (>70% Developed)";"3 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Coastal";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"35.51413, -78.3308"
"831";812;813;"No";"15-Nov";15;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Scotland";"No";NA;2011-11-14;"Bicyclist Left Turn / Merge";17;"Non-Intersection";"01-11-01";1-01-01 17:22:58;"Bicyclist Left Turn - Same Direction";311221;2011;"B: Evident Injury";"Residential";"30-39";34;"No";"26-30 mph";"O: No Injury";"Native American";"Male";"Pickup";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Coastal";"Rural";"50 - 55  MPH";"No Control Present";"Clear";"No";"34.86715, -79.5478"
"832";813;814;"Yes";"10-Jun";9;"No";"Not Applicable";"B: Evident Injury";"Non-Roadway";"Black";"Male";"Charlotte";"Mecklenburg";"Yes";"01-01-03";2011-11-23;"Bicyclist Failed to Yield - Midblock";15;"Non-Intersection";"01-11-01";1-01-01 15:29:58;"Bicyclist Ride Out - Other Midblock";363318;2011;"B: Evident Injury";"Residential";"40-49";46;"Yes";"11-15 mph";"O: No Injury";"Black";"Male";"Pickup";"No";"No";"Daylight";"Urban (>70% Developed)";"1 lane";2;"Straight - Bottom";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"No Control Present";"Clear";"No";"35.2601, -80.8351"
"833";818;819;"Yes";"16-19";17;"No";"Facing Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Greensboro";"Guilford";"No";"01-01-04";2011-11-10;"Motorist Failed to Yield - Sign-Controlled Intersection";10;"Intersection";"01-11-01";1-01-01 10:57:58;"Motorist Drive Out - Sign-Controlled Intersection";112141;2011;"C: Possible Injury";"Residential";"50-59";59;"No";"0-5 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Dusk";"Urban (>70% Developed)";"4 lanes";2;"Straight - Grade";"Local Street";"Wet";"Two-Way, Divided, Unprotected Median";"None";"Four-Way Intersection";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Cloudy";"No";"36.09238, -79.7709"
"834";825;826;"Yes";NA;NA;"Missing";NA;"Injury";NA;"/Missing";NA;"Roxboro";"Person";"No";"01-01-05";2011-10-07;NA;19;NA;"01-10-01";1-01-01 19:29:58;NA;0;2011;"C: Possible Injury";"Residential";"30-39";39;"No";"11-15 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Rural (<30% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"36.38257, -78.9878"
"835";847;848;"Yes";"50-59";55;"Yes";"With Traffic";"A: Disabling Injury";"Travel Lane";"Black";"Male";"None - Rural Crash";"Bertie";"Yes";"01-01-03";2011-11-30;"Motorist Overtaking Bicyclist";19;"Non-Intersection";"01-11-01";1-01-01 19:08:58;"Motorist Overtaking - Other /";311239;2011;"A: Disabling Injury";"Farms, Woods, Pastures";"25-29";27;"No";"51-55 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Dark - Roadway Not Lighted";"Rural (<30% Developed)";"2 lanes";2;"Straight - Level";"NC Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Rural";"50 - 55  MPH";"No Control Present";"Clear";"No";"36.23973, -76.7679"
"836";849;850;"Yes";"60-69";62;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Emerald Isle";"Carteret";"No";"01-01-06";2011-11-26;"Motorist Right Turn / Merge";11;"Intersection";"01-11-01";1-01-01 11:32:58;"Motorist Right Turn - Same Direction";111213;2011;"B: Evident Injury";"Commercial";"70+";NA;"No";"0-5 mph";"O: No Injury";"White";"Female";"Sport Utility";"No";"No";"Daylight";"Urban (>70% Developed)";"8 lanes";2;"Straight - Grade";"NC Route";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Coastal";"Rural";"40 - 45  MPH";"Stop And Go Signal";"Clear";"No";"34.66325, -77.0421"
"837";860;861;"Yes";"70+";NA;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Pender";"No";"01-01-03";2011-11-16;"Bicyclist Left Turn / Merge";9;"Intersection";"01-11-01";1-01-01 09:55:58;"Bicyclist Left Turn - Same Direction";111221;2011;"B: Evident Injury";"Residential";"70+";NA;"No";"21-25 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Coastal";"Rural";"20 - 25  MPH";"No Control Present";"Clear";"No";"34.39736, -77.6493"
"838";861;862;"Yes";"50-59";51;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Fayetteville";"Cumberland";"No";"01-01-04";2011-12-01;"Motorist Left Turn / Merge";21;"Intersection";"01-12-01";1-01-01 21:11:58;"Motorist Left Turn - Opposite Direction";111212;2011;"B: Evident Injury";"Commercial";"40-49";42;"No";"6-10 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"6 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"35.05546, -78.8869"
"839";862;863;"No";"50-59";54;"No";"With Traffic";"A: Disabling Injury";"Travel Lane";"White";"Male";"Charlotte";"Mecklenburg";"No";"01-01-03";2011-12-21;"Motorist Left Turn / Merge";9;"Intersection";"01-12-01";1-01-01 09:20:58;"Motorist Left Turn - Opposite Direction";111212;2011;"A: Disabling Injury";"Industrial";"30-39";36;"No";"6-10 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Wet";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Rain";"No";"35.27811, -80.9374"
"840";872;873;"Yes";"20-24";21;"No";"Facing Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"Black";"Male";"High Point";"Guilford";"No";NA;2011-12-12;"Motorist Right Turn / Merge";17;"Intersection";"01-12-01";1-01-01 17:20:58;"Motorist Right Turn - Opposite Direction";132214;2011;"C: Possible Injury";"Commercial";"70+";NA;"No";"6-10 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"5 lanes";2;"Straight - Bottom";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"35.97308, -80.0018"
"841";877;878;"Yes";"40-49";45;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"Gastonia";"Gaston";"No";NA;2011-12-12;"Bicyclist Right Turn / Merge";18;"Non-Intersection";"01-12-01";1-01-01 18:29:58;"Bicyclist Right Turn - Same Direction";311223;2011;"B: Evident Injury";"Commercial";"50-59";53;"No";"41-45 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Divided, Unprotected Median";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"No Control Present";"Clear";"No";"35.25385, -81.1832"
"842";880;881;"Yes";"50-59";55;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"Wilmington";"New Hanover";"No";"01-01-05";2011-12-02;"Motorist Left Turn / Merge";11;"Intersection";"01-12-01";1-01-01 11:30:58;"Motorist Left Turn - Opposite Direction";111212;2011;"B: Evident Injury";"Commercial";"20-24";22;"No";"6-10 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"5 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Grooved Concrete";"Coastal";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"34.21533, -77.8872"
"843";881;882;"No";NA;NA;"No";"Facing Traffic";"Injury";"Sidewalk / Crosswalk / Driveway Crossing";"/Missing";NA;"Wilmington";"New Hanover";"No";"01-01-02";2011-12-13;"Motorist Failed to Yield - Midblock";11;"Non-Intersection";"01-12-01";1-01-01 11:46:58;"Motorist Drive Out - Commercial Driveway / Alley";332322;2011;"O: No Injury";"Commercial";"40-49";47;"No";"6-10 mph";"O: No Injury";"White";"Male";"Van";"No";"No";"Daylight";"Urban (>70% Developed)";"3 lanes";2;"Straight - Level";"Local Street";"Dry";"One-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"34.22666, -77.925"
"844";884;885;"Yes";"40-49";40;"No";"With Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Female";"Sanford";"Lee";"No";"01-01-04";2011-12-15;"Motorist Right Turn / Merge";17;"Intersection";"01-12-01";1-01-01 17:51:58;"Motorist Right Turn - Same Direction";131213;2011;"C: Possible Injury";"Residential";"30-39";38;"No";"11-15 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"4 lanes";2;"Straight - Bottom";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"35.48141, -79.1715"
"845";886;887;"Yes";"60-69";69;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Shelby";"Cleveland";"No";"01-01-07";2011-12-18;"Motorist Overtaking Bicyclist";13;"Intersection-Related";"01-12-01";1-01-01 13:39:58;"Motorist Overtaking - Other /";211239;2011;"C: Possible Injury";"Commercial";"20-24";20;"No";"21-25 mph";"C: Possible Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"3 lanes";2;"Straight - Level";"NC Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Mountains";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.30142, -81.5381"
"846";888;889;"No";"25-29";26;"No";"With Traffic";"O: No Injury";"Travel Lane";"Black";"Male";"Rocky Mount";"Edgecombe";"No";"01-01-03";2011-12-14;"Motorist Overtaking Bicyclist";22;"Non-Intersection";"01-12-01";1-01-01 22:14:58;"Motorist Overtaking - Misjudged Space";311232;2011;"O: No Injury";"Commercial";"40-49";41;"No";"11-15 mph";"O: No Injury";"White";"Male";"Single Unit Truck (2-Axle, 6-Tire)";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Hillcrest";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Urban";"20 - 25  MPH";"No Control Present";"Clear";"No";"35.94551, -77.7924"
"847";892;893;"Yes";"40-49";45;"No";"With Traffic";"A: Disabling Injury";"Travel Lane";"Black";"Male";"Greensboro";"Guilford";"No";"01-01-06";2011-12-31;"Bicyclist Failed to Yield - Sign-Controlled Intersection";17;"Intersection";"01-12-01";1-01-01 17:58:58;"Bicyclist Ride Through - Sign-Controlled Intersection";111144;2011;"A: Disabling Injury";"Residential";"40-49";48;"No";"31-35 mph";"O: No Injury";"Black";"Male";"Pickup";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"4 lanes";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Divided, Unprotected Median";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"36.06779, -79.7572"
"848";895;896;"Yes";"30-39";30;"No";"Not Applicable";"B: Evident Injury";"Travel Lane";"/Missing";NA;"Wilmington";"New Hanover";"No";"01-01-04";2011-12-22;"Bicyclist Failed to Yield - Midblock";18;"Non-Intersection";"01-12-01";1-01-01 18:07:58;"Bicyclist Ride Out - Other Midblock";313318;2011;"B: Evident Injury";"Commercial";"40-49";43;"No";NA;"C: Possible Injury";"Native American";"Female";"Passenger Car";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"8 lanes";2;"Straight - Level";"US Route";"Wet";"Two-Way, Divided, Positive Median Barrier";"None";"No Special Feature";"Smooth Asphalt";"Coastal";"Urban";"40 - 45  MPH";"Flashing Stop And Go Signal";"Rain";"No";"34.21072, -77.8906"
"849";11;12;"Yes";"60-69";63;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"Black";"Male";"Spring Lake";"Cumberland";"No";"01-01-07";2012-01-01;"Motorist Failed to Yield - Sign-Controlled Intersection";17;"Intersection";NA;1-01-01 17:34:58;"Motorist Drive Out - Sign-Controlled Intersection";NA;2012;"C: Possible Injury";"Commercial";"0-19";19;"No";"21-25 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Divided, Unprotected Median";"None";"Four-Way Intersection";"Smooth Asphalt";"Coastal";"Urban";"20 - 25  MPH";"Stop Sign";"Clear";"No";"35.16759, -78.9736"
"850";20;21;"Yes";"15-Nov";15;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Patterson Springs";"Cleveland";"No";"01-01-05";2012-01-27;"Bicyclist Left Turn / Merge";16;"Intersection";NA;1-01-01 16:04:58;"Bicyclist Left Turn - Opposite Direction";NA;2012;"B: Evident Injury";"Residential";"70";70;"No";"41-45 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"NC Route";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Mountains";"Rural";"40 - 45  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"35.22616, -81.526"
"851";30;31;"Yes";"20-24";22;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Gastonia";"Gaston";"No";"01-01-03";2012-01-11;"Motorist Overtaking Bicyclist";19;"Intersection-Related";NA;1-01-01 19:29:58;"Motorist Overtaking - Other /";NA;2012;"C: Possible Injury";"Commercial";NA;NA;"Missing";"26-30 mph";"Injury";"/Missing";NA;NA;"No";"Yes";"Daylight";"Urban (>70% Developed)";"5 lanes";2;"Straight - Grade";"NC Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"No Control Present";"Clear";"No";"35.28798, -81.2441"
"852";41;42;"Yes";"16-19";18;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Chapel Hill";"Orange";"No";"01-01-07";2012-01-29;"Motorist Left Turn / Merge";16;"Intersection";NA;1-01-01 16:40:58;"Motorist Left Turn - Opposite Direction";NA;2012;"B: Evident Injury";"Institutional";"40-49";45;"No";"6-10 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"35.90371, -79.0464"
"853";44;45;"Yes";"20-24";21;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Raleigh";"Wake";"No";"01-01-06";2012-02-18;"Motorist Failed to Yield - Sign-Controlled Intersection";18;"Intersection";"01-02-01";1-01-01 18:12:58;"Motorist Drive Out - Sign-Controlled Intersection";NA;2012;"C: Possible Injury";"Commercial";"0-19";16;"No";"6-10 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Dusk";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Divided, Unprotected Median";"None";"Traffic Circle/Roundabout";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Yield Sign";"Clear";"No";"35.78623, -78.6624"
"854";52;53;"No";"60-69";64;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Summerfield";"Guilford";"No";NA;2012-02-27;"Motorist Overtaking Bicyclist";17;"Non-Intersection";"01-02-01";1-01-01 17:44:58;"Motorist Overtaking - Misjudged Space";NA;2012;"C: Possible Injury";"Farms, Woods, Pastures";NA;NA;"Missing";"41-45 mph";"Injury";"/Missing";NA;NA;"No";"Yes";"Daylight";"Rural (<30% Developed)";"2 lanes";2;"Straight - Grade";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"36.17122, -79.9234"
"855";54;55;"No";"30-39";34;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Female";"Concord";"Cabarrus";"No";"01-01-02";2012-02-07;"Motorist Overtaking Bicyclist";7;"Non-Intersection";"01-02-01";1-01-01 07:13:58;"Motorist Overtaking - Misjudged Space";NA;2012;"C: Possible Injury";"Residential";"40-49";40;"No";"21-25 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Dawn";"Urban (>70% Developed)";"2 lanes";2;"Straight - Hillcrest";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Driveway, Private";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.38564, -80.5481"
"856";56;57;"Yes";"40-49";40;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Sanford";"Lee";"No";"01-01-03";2012-02-08;"Motorist Left Turn / Merge";18;"Intersection";"01-02-01";1-01-01 18:42:58;"Motorist Left Turn - Opposite Direction";NA;2012;"B: Evident Injury";"Residential";"25-29";29;"No";"0-5 mph";"O: No Injury";"White";"Male";"Van";"No";"No";"Dark - Roadway Not Lighted";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"One-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"35.46501, -79.1629"
"857";58;59;"No";"20-24";21;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Raleigh";"Wake";"No";"01-01-03";2012-02-15;"Bicyclist Overtaking Motorist";11;"Intersection";"01-02-01";1-01-01 10:59:58;"Bicyclist Overtaking - Passing on Left";NA;2012;"B: Evident Injury";"Institutional";"20-24";21;"No";"0-5 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"1 lane";2;"Straight - Level";"Local Street";"Dry";"One-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Urban";"5 - 15 MPH";"No Control Present";"Clear";"No";"35.78336, -78.6669"
